MFCC_1,MFCC_2,MFCC_3,MFCC_4,MFCC_5,MFCC_6,MFCC_7,MFCC_8,MFCC_9,MFCC_10,MFCC_11,MFCC_12,MFCC_13,Label
-220.09781,112.2127,2.6584077,33.989143,2.5106654,-2.4397094,-23.199066,-4.650304,-5.3806024,-9.598853,-4.204537,-5.8969884,0.3798341,ArathDaniela
-210.20105,117.61154,-0.017000237,32.334206,0.08086849,-1.7929438,-22.868856,-4.472938,-4.1111846,-8.885941,-4.1493344,-5.973656,0.82899064,ArathDaniela
-220.09781,112.2127,2.6584077,33.989143,2.5106654,-2.4397094,-23.199066,-4.650304,-5.3806024,-9.598853,-4.204537,-5.8969884,0.3798341,ArathDaniela
-222.39987,101.5019,19.126638,32.107105,-8.081979,-5.63817,-16.704424,-0.22645916,-2.7842443,-0.5989216,-3.161384,-3.2716382,4.05094,ArathDaniela
-202.20844,113.49886,16.636763,24.87461,-18.276932,-8.261316,-8.405375,-5.8954444,-10.218605,0.24983257,-2.6214902,-1.7305068,-2.01805,ArathDaniela
-156.86203,111.0652,8.304249,35.226288,-9.764503,-4.976617,-17.557955,2.1788032,-10.352205,-2.8709326,-7.2235103,-6.436507,-0.5595711,ArathDaniela
-283.38925,65.69124,-2.877705,31.167059,-25.114786,-17.011858,-24.030397,-24.352053,-2.7251086,-20.724943,-5.8506866,0.61392975,-15.742933,Ariana
-298.1581,65.32712,-6.7083335,31.22533,-31.324339,-18.645369,-26.542454,-24.840942,-0.8512081,-22.42439,-3.4424665,-0.79097813,-18.447058,Ariana
-228.62561,54.01678,2.9421055,24.955076,-19.416084,-8.834417,-18.383894,-17.923317,-3.8117087,-10.467786,-1.8018099,5.410778,-12.161076,Ariana
-232.14821,52.92037,2.0405545,23.167606,-16.978361,-12.451945,-16.820965,-21.689825,-0.9959991,-13.917324,-2.3975446,3.1730075,-11.015634,Ariana
-177.28012,49.47867,12.980453,19.524086,-11.376555,-10.9704275,-15.496103,-20.065092,-5.9670854,-13.409894,-4.684361,-0.5360987,-9.2989025,Ariana
-350.2083,79.08909,-13.456977,45.987144,-23.60106,-7.4171324,-18.0023,-21.5564,-4.3072634,-8.774245,-17.2357,14.188215,-11.104592,Ariana
-261.22903,91.9391,9.2630205,38.47036,-17.080431,-6.7345457,-15.076307,-17.78388,3.135786,-13.869948,0.7185562,6.198202,-10.435647,Ariana
-206.37811,59.14508,-9.827675,17.206598,-33.351322,-14.856805,-22.941956,-12.892903,-3.0966609,-15.463935,0.62372065,-0.05825946,-15.56269,Ariana
-351.11975,97.87009,-18.0723,50.96088,-23.063967,-3.8886847,-14.326063,-10.98379,-14.283196,4.3117704,-20.401197,8.194296,-10.725749,Ariana
-142.92123,44.272232,12.320189,22.97935,-14.60596,-11.829148,-11.206534,-12.124365,0.32122076,-6.631571,-1.5743006,-0.5918651,-6.400545,Ariana
-273.29044,71.892334,-11.540254,23.642952,-12.73948,-16.253866,-28.286629,-4.0541277,-10.821131,0.33749822,-14.80704,3.0085537,-8.071154,Ariana
-275.16672,78.35783,5.48609,38.773815,-18.600172,-10.303878,-17.48403,-18.298714,2.8949761,-15.319864,-0.33843967,6.3601604,-9.940511,Ariana
-273.14978,78.35442,2.6613955,36.012222,-19.311686,-10.404003,-18.139275,-19.105742,2.1264756,-15.913418,-1.6251378,4.5009117,-11.816205,Ariana
-255.08955,96.21235,8.317228,38.257633,-19.42203,-12.599959,-21.3994,-23.488213,-1.3988684,-17.72101,-4.118299,1.7210264,-12.723523,Ariana
-278.91946,73.768364,2.0208998,36.460667,-20.337463,-12.135505,-19.55876,-20.322838,1.0987906,-17.110806,-2.5490515,3.7241445,-12.567517,Ariana
-261.22903,91.9391,9.2630205,38.47036,-17.080431,-6.7345457,-15.076307,-17.78388,3.135786,-13.869948,0.7185562,6.198202,-10.435647,Ariana
-252.27301,88.81251,-5.929749,29.609983,-24.507458,-16.310974,-21.114876,-17.557396,1.5819458,-19.042501,-4.9938645,4.4962325,-13.0294485,Ariana
-237.35437,93.56354,3.0766592,31.539347,-25.316698,-6.718933,-15.737447,-16.40806,-0.11438973,-13.287125,-2.163651,-1.3149815,-9.073687,Ariana
-211.82921,76.12866,11.342141,40.217648,-22.735163,-12.087927,-15.115606,-9.032807,1.7349675,-9.019701,-1.2157997,1.7004298,-8.281787,Ariana
-190.88698,117.61979,15.529726,27.431646,0.6364981,-8.400271,-17.053295,-11.179249,-1.7733619,-5.846446,0.12911825,-9.010631,-5.9229217,Camila
-254.91643,94.895035,17.552038,20.399115,0.66688925,-10.365819,-14.928452,-10.797417,-3.2486804,-3.1038759,-0.13453281,-7.0971684,-5.1493473,Camila
-178.45146,89.24649,28.247807,16.683704,1.8739738,-9.306696,-14.459088,-8.218681,-4.6164837,1.8013817,-1.264546,-2.2259855,-7.891621,Camila
-157.88287,76.78144,29.803381,15.810963,2.150263,-12.633816,-12.62685,-10.251137,-3.9343503,-1.322119,0.031242935,-5.303858,-6.726573,Camila
-240.2635,110.31422,15.608441,23.713158,2.3264086,-6.269295,-10.591952,-5.8789783,-0.73095983,-4.1951942,0.37796426,-6.069826,-2.9802291,Camila
-129.96198,86.28439,36.224476,22.239517,8.362214,-3.7782142,-6.4963503,-5.758338,-0.33084452,1.3087031,1.9096233,-1.6881022,-2.4377031,Camila
-221.78967,119.55101,10.955343,18.736927,-3.8091183,-8.701275,-17.275854,-10.308203,-1.5931032,-2.1190035,-1.0665756,-8.891155,-4.8721414,Camila
-157.11984,52.979645,23.86665,11.072849,4.063615,-2.8477335,-6.863142,-6.769121,-6.3190455,-3.4382977,-1.4102808,-2.8882906,-1.9511397,Camila
-275.0975,125.68443,29.095903,23.26455,4.9813714,3.4856431,-6.451269,4.798789,-1.8745239,-0.5903572,6.4024696,-1.7082208,2.250397,Camila
-265.15082,121.55314,23.514112,21.8149,0.5030968,-3.7862198,-6.0161653,-0.45096418,-2.1530373,-2.4320655,3.5308352,-3.5682213,-1.8490485,Camila
-305.95084,97.49682,23.70625,16.070107,6.299231,-0.6064027,-4.576902,2.711784,-1.6931757,2.9630392,4.913754,-2.406493,-2.9373918,Camila
-171.99167,118.516685,19.778288,24.465958,7.373729,-6.1229434,-11.979834,-8.524481,-0.5802323,-2.5316172,0.7310245,-5.177244,-6.2715898,Camila
-186.19817,122.04617,17.23884,27.206331,1.2388586,-6.9917593,-14.983458,-9.038737,0.2367434,-4.077341,1.1147487,-8.004443,-5.2482553,Camila
-180.21019,124.358505,16.697092,27.158678,3.1965303,-5.9749184,-12.674858,-7.0988965,-0.89501303,-4.923161,0.8903451,-6.9133143,-4.9669013,Camila
-175.17911,128.02791,22.289413,28.993517,5.6931934,-1.9987023,-9.758654,-5.0171843,1.818505,-1.4468486,4.047181,-3.1445994,-0.8096796,Camila
-180.47075,121.33086,12.977448,23.474125,2.0145714,-5.706169,-16.42454,-11.072091,-1.6983403,-3.6430888,-0.90474653,-8.819999,-5.266472,Camila
-249.49063,125.706406,10.685844,13.984361,3.2293038,1.5200189,-11.4766655,-5.6520977,-7.3608985,-2.8194253,-0.88817346,-5.0946507,-0.8123668,Camila
-250.71399,126.0461,30.6946,24.46771,5.410768,3.4534473,-4.4875193,5.173448,-0.81205815,-0.32398698,7.9607935,0.48785022,2.0993993,Camila
-265.15082,121.55314,23.514112,21.8149,0.5030968,-3.7862198,-6.0161653,-0.45096418,-2.1530373,-2.4320655,3.5308352,-3.5682213,-1.8490485,Camila
-247.76134,69.68649,35.460773,36.497044,9.944394,6.437763,-5.5329103,-4.686771,1.3826398,-5.634548,-5.0922127,1.0756388,-2.2236538,Cielo
-269.38474,71.49046,31.470802,40.354977,8.50988,9.671461,-7.6333055,-1.9277135,-1.4848427,0.26387814,-10.561028,4.575926,-4.5113707,Cielo
-173.35988,70.591736,30.842882,23.638422,7.1338363,5.1725745,-3.2154639,-5.337145,1.7037615,-1.5941375,-3.252776,1.3502373,-2.483179,Cielo
-193.63928,52.94291,28.498728,24.968748,10.807494,4.5145006,-3.1397712,-6.4032736,2.810106,-1.8056542,-4.0495005,3.6352122,-3.21132,Cielo
-153.82458,58.128323,29.587234,22.316973,8.905948,3.9957433,-2.2037373,-5.443592,1.8768487,-1.7379179,-3.3679383,1.5065954,-2.3723228,Cielo
-249.05055,69.55418,28.300922,27.392672,-8.656901,-3.2312155,-15.954264,0.49973458,-6.604313,-7.5728292,-3.078391,-5.663132,-12.26681,Cielo
-223.16208,102.37548,9.760605,41.359974,-0.063552305,9.813171,-12.229526,-2.0867198,-13.810178,6.250245,-14.362986,2.870795,-6.0453463,Cielo
-271.93015,99.13558,12.835734,21.234238,-0.73891145,7.1050897,-16.860651,5.9017434,6.5716,-9.815162,6.409153,-2.3458843,-1.0156382,Cielo
-202.96233,99.717384,-5.693845,8.551693,-7.1378264,-9.937339,-19.113089,5.7956905,-11.597321,-12.993623,-6.0270953,-8.129598,-2.1520202,Cielo
-195.23254,31.543127,5.5956826,4.589232,-0.5871188,-0.294,-6.9530606,2.0961921,-0.33151713,-6.553466,-2.1971843,-5.5026107,-4.028936,Cielo
-366.4727,58.456474,5.5789895,17.28073,-4.137943,8.4220085,-5.89475,-7.263477,4.7605863,-8.094415,3.0863347,-2.3490565,-1.0643015,Cielo
-202.14638,96.6344,24.072842,26.21107,4.3658576,7.5183153,-4.321651,-5.922633,2.2897651,-1.8958648,-2.904685,1.4895376,-2.7384307,Cielo
-223.64847,86.16077,31.968042,30.208557,11.762167,4.5913296,-3.636846,-2.5116355,3.20979,-2.5326693,-3.7555144,3.5022342,-3.688083,Cielo
-202.14638,96.6344,24.072842,26.21107,4.3658576,7.5183153,-4.321651,-5.922633,2.2897651,-1.8958648,-2.904685,1.4895376,-2.7384307,Cielo
-239.51982,77.5495,32.24775,32.05348,7.7333035,6.7259355,-4.770025,-3.913116,1.4728674,-5.5810122,-4.929833,1.0671251,-2.5516825,Cielo
-189.30115,97.6302,18.906311,30.9412,2.5316756,-0.24735215,-9.0695095,-8.619316,-1.9323813,-4.2791467,-6.5068307,-1.6580414,-2.7604346,Cielo
-271.93015,99.13558,12.835734,21.234238,-0.73891145,7.1050897,-16.860651,5.9017434,6.5716,-9.815162,6.409153,-2.3458843,-1.0156382,Cielo
-181.57452,102.846306,-5.198409,10.777534,-4.867739,-2.8043485,-19.434855,3.6914175,-5.446486,-11.975698,-4.364854,-10.329614,-6.108409,Cielo
-289.24408,73.68245,10.204213,13.771189,-2.6757004,4.2690206,-13.492942,7.7518845,1.376267,-9.938267,2.7208488,-8.895969,-2.2812166,Cielo
-238.21637,94.25468,7.710666,26.45836,-3.8901467,-7.5012197,-17.035378,-5.6292706,-15.234989,-6.376971,-7.440191,-6.1110444,-5.144734,DafneA
-209.3463,74.17059,10.838355,19.242723,-3.2724507,-14.077412,-15.812509,-7.940252,-15.690426,-8.507405,-7.2809205,-7.321388,-7.0671625,DafneA
-241.20016,125.97708,-1.6658235,42.313107,-3.3585684,18.565262,-22.218534,7.3224425,-12.89515,-0.5075748,-10.385577,0.7136411,-7.4344463,DafneA
-277.27878,112.418564,7.5950594,24.390676,-7.9171505,-8.462785,-7.237162,1.2352089,-8.645852,2.3206515,-2.388191,0.13951012,-1.7632592,DafneA
-226.33998,94.13771,6.2376585,23.112183,-9.703792,-12.59163,-11.842487,-4.2054043,-14.310834,-2.7097712,-6.852154,-1.5169861,-4.299835,DafneA
-238.26305,86.94258,15.357848,30.069613,-5.714824,4.961697,-18.030931,10.192679,-16.103485,5.7220774,-11.1679945,9.681321,-9.118947,DafneA
-171.2978,55.578915,10.246228,15.296346,-2.990021,-10.321569,-14.105558,-6.235363,-14.683356,-5.095647,-9.360021,-3.7247405,-5.185977,DafneA
-238.82735,124.72088,7.19534,24.895021,7.4646873,-12.153651,-20.440685,-7.668341,-20.888596,-7.676568,-11.613891,-6.4589643,-3.8615787,DafneA
-192.45235,132.00006,15.850452,21.101694,4.396177,-11.555199,-14.115641,-8.654141,-17.130919,-5.4745264,-8.67528,-5.5170417,-3.6651707,DafneA
-263.85815,115.697334,11.909846,23.170988,5.531215,-11.239999,-11.388626,0.6056653,-6.9809237,1.2753334,-6.529932,-0.113125876,-1.525023,DafneA
-296.5192,97.25005,3.0948749,26.026604,-2.873172,-7.944818,-13.325928,-1.6107346,-14.173336,-6.055542,-6.6435413,-4.3515987,-2.1548343,DafneA
-201.23895,107.91889,12.540279,26.216198,3.6566596,-1.3973863,-11.861187,1.0182682,-9.276665,-1.3619322,-3.9497488,-1.0643535,-1.3609102,DafneA
-182.39131,134.50862,7.184613,30.901016,-4.5606937,-4.2628136,-10.756891,2.389545,-7.387664,-0.29775947,-2.2170155,-0.73090696,-0.7362684,DafneA
-208.71173,101.4238,6.4435782,27.58423,-2.6594598,-5.448573,-14.056177,-0.6881389,-13.507321,-3.9481149,-6.5689287,-2.200184,-3.9215462,DafneA
-182.39131,134.50862,7.184613,30.901016,-4.5606937,-4.2628136,-10.756891,2.389545,-7.387664,-0.29775947,-2.2170155,-0.73090696,-0.7362684,DafneA
-226.04297,104.59886,5.568826,24.095724,-1.537324,-4.7298245,-17.422783,-6.704374,-14.149819,-4.3743815,-7.222858,-5.6974654,-3.90851,DafneA
-228.51056,119.898125,8.026593,28.315868,4.630468,-9.081383,-15.815106,-4.6889315,-18.430765,-5.9732165,-9.041019,-5.2829804,-2.417737,DafneA
-200.8983,142.0877,9.001786,25.602522,1.4066845,-9.232537,-16.22943,-6.688462,-19.193266,-3.7371652,-10.02777,-4.142537,-4.7942495,DafneA
-241.45766,119.693405,13.421869,25.149824,11.738808,-3.5917485,-12.307426,1.6320395,-7.6634283,-0.28300056,-4.2570076,-1.991324,-1.6110462,DafneA
-373.96744,88.96673,15.753027,24.375647,9.318546,2.2907667,-5.7701373,3.2206583,-3.3024206,-2.5451677,-3.922512,2.6467726,-2.1364474,Daniel
-237.17572,34.95238,12.295282,15.59127,0.42997098,-0.121572345,-8.883892,-1.2034217,-4.5215406,-0.40418783,-3.7626896,1.6957719,-5.8996696,Daniel
-357.0499,148.48058,3.0994387,28.005426,5.243842,13.148929,-7.7375274,-3.1616821,-6.1879587,0.47851932,-5.9354596,-4.225284,0.7986965,Daniel
-349.95383,117.10564,2.3630674,19.238846,1.6967212,2.2692432,-10.346555,-2.0456593,-3.6678226,-3.1545825,-5.0580363,2.3329225,-4.692955,Daniel
-341.0563,75.89407,16.817333,36.497746,-1.8614044,13.46533,-18.324282,4.575803,-14.766856,4.683889,-14.606492,6.281306,-9.737956,Daniel
-404.81696,107.67162,19.793535,25.156862,6.330558,3.686613,-4.85188,2.2417762,-2.1546795,1.5709287,1.2269677,4.1197596,-2.9314675,Daniel
-273.8079,57.63335,21.377045,22.599329,10.745792,1.3952202,-4.9905663,0.046658028,-2.2538354,-3.839791,-1.631899,1.5800794,-1.0333972,Daniel
-359.56903,105.52163,19.0628,30.749506,11.995664,3.1502318,-12.170867,8.439035,-8.012557,-2.1889017,-2.7266445,0.67193085,-2.0841372,Daniel
-315.36487,103.828094,25.627775,31.801323,10.130889,6.24342,-11.078699,8.909772,-3.0764916,-2.4999177,-0.19598123,3.2761402,-2.019575,Daniel
-235.87054,117.44858,15.360566,25.434729,7.035055,2.411758,-6.7667713,3.2085981,3.382229,-0.29349852,-5.36808,4.0257454,0.5082894,Daniel
-343.6128,116.09089,12.121574,16.81178,1.03505,10.352315,-24.268396,3.5402167,-2.1388521,-2.639068,-1.726381,4.537995,0.31769365,Daniel
-277.72705,135.94093,3.0620742,20.141083,4.1367745,1.7786434,-10.117027,-2.7303112,-3.5985794,-3.680945,-5.2919145,1.5849324,-4.8872995,Daniel
-277.72705,135.94093,3.0620742,20.141083,4.1367745,1.7786434,-10.117027,-2.7303112,-3.5985794,-3.680945,-5.2919145,1.5849324,-4.8872995,Daniel
-294.92072,136.53494,15.750511,32.56151,7.4450936,-4.7587376,-13.31615,-3.2126977,-7.396256,-3.5602221,-5.6038213,0.36708882,-2.797964,Daniel
-312.4498,126.59827,20.744343,27.054642,9.293695,5.1704497,-4.881531,1.8411853,-3.4767935,1.5248779,-0.9702657,4.455281,-1.6208465,Daniel
-353.4324,107.58617,21.218382,26.065939,13.24001,3.2227275,-7.811419,1.0888673,-4.5023937,-3.462037,-4.0837803,3.2354078,-1.7052903,Daniel
-333.7749,109.328835,17.675886,29.73221,12.228453,5.083163,-10.624723,9.1431265,-7.2237267,-3.1591802,-3.512935,1.2793643,-3.2809715,Daniel
-315.36487,103.828094,25.627775,31.801323,10.130889,6.24342,-11.078699,8.909772,-3.0764916,-2.4999177,-0.19598123,3.2761402,-2.019575,Daniel
-235.87054,117.44858,15.360566,25.434729,7.035055,2.411758,-6.7667713,3.2085981,3.382229,-0.29349852,-5.36808,4.0257454,0.5082894,Daniel
-300.0237,121.95435,23.04091,18.442034,10.393825,1.648315,-7.9641213,-7.375415,-3.7804663,-10.3689,-10.55637,1.2985836,-7.877941,Daniel2
-149.94658,46.83238,18.151684,9.24523,5.4723635,2.164426,-3.6220975,-5.4234676,-5.3243604,-9.438894,-7.4535136,-2.7778876,-4.80506,Daniel2
-196.30022,53.77902,13.845508,18.154375,1.435415,11.5421295,-7.1359234,1.2763135,-12.579875,-0.09794913,-11.714105,3.4266484,-9.916155,Daniel2
-213.91072,127.338326,4.1853337,9.954338,3.0706506,3.1471558,-9.22696,-4.1355314,-2.6330385,-6.644329,-8.934823,1.8425221,-6.1070304,Daniel2
-188.82263,145.83853,0.3847363,15.057319,1.6372204,9.332391,-11.021294,-2.5369768,-6.566647,-3.8467145,-13.188935,4.1279016,-7.6977334,Daniel2
-187.54715,63.373936,27.666967,16.246572,10.525019,6.5487547,1.6313533,-0.12477832,-2.9136498,-6.7088847,-4.6661468,1.1180543,0.8330331,Daniel2
-154.16092,51.922752,21.376102,11.823701,7.4867554,4.4566045,-2.31713,-4.564328,-5.044593,-7.650876,-6.412922,-1.889643,-3.934116,Daniel2
-261.33908,121.11119,18.375177,14.876008,19.4636,8.301086,-1.901378,-5.3270664,-2.9323385,-7.7119536,-12.829426,5.477289,-6.8857856,Daniel2
-236.61362,145.4581,13.016593,18.867859,8.716728,9.443606,-6.8307233,-10.867673,-4.666559,-12.185964,-16.90315,2.5723276,-9.134972,Daniel2
-291.6234,134.17914,16.026491,19.34909,2.4473903,18.657438,-2.5294771,3.5436478,-6.6907067,8.541091,-11.968059,9.352987,-1.722508,Daniel2
-180.2418,133.63312,23.14768,13.644452,8.443054,13.877519,-0.07837554,-4.6987777,-0.5654178,0.07828893,-5.126929,4.546438,-2.0317647,Daniel2
-286.7985,131.56696,24.959988,17.15245,10.50071,4.205305,-6.0810294,-5.106007,-2.7670121,-10.124597,-9.225015,2.282124,-8.250959,Daniel2
-156.51459,143.89906,-0.77639264,13.468672,1.926503,5.5767593,-9.749166,-4.7771654,-4.2140822,-6.36666,-10.391619,3.2491522,-8.11741,Daniel2
-156.51459,143.89906,-0.77639264,13.468672,1.926503,5.5767593,-9.749166,-4.7771654,-4.2140822,-6.36666,-10.391619,3.2491522,-8.11741,Daniel2
-265.07538,139.4083,25.127642,18.620632,13.807816,9.672219,-1.1097299,-0.18226549,-1.2277173,-7.2077384,-4.423755,6.665471,-2.8649828,Daniel2
-286.7985,131.56696,24.959988,17.15245,10.50071,4.205305,-6.0810294,-5.106007,-2.7670121,-10.124597,-9.225015,2.282124,-8.250959,Daniel2
-240.45604,121.4034,21.13357,18.644,22.0351,7.7243657,-2.7495348,-6.2668843,-3.6174934,-8.101909,-10.910906,4.8155794,-6.7313848,Daniel2
-236.61362,145.4581,13.016593,18.867859,8.716728,9.443606,-6.8307233,-10.867673,-4.666559,-12.185964,-16.90315,2.5723276,-9.134972,Daniel2
-205.16219,140.22978,17.953037,16.231428,6.526439,14.480209,-0.088844955,-3.2779388,-2.3634455,1.8142953,-6.9803467,8.204353,-4.0999675,Daniel2
-301.1944,97.57131,4.700912,24.19231,11.87371,10.547744,-24.559841,5.5816526,-7.7959557,-7.503336,-19.239439,-10.032345,0.9487168,David
-148.71053,40.26491,10.661101,10.115417,10.095169,2.4232743,-10.46923,-3.0443108,-5.1149454,-8.975702,-10.060446,-6.288856,2.1149225,David
-378.18356,118.62315,-6.7401547,26.841408,3.0558286,26.571285,-23.681337,-2.5314124,-3.2897925,-4.1906366,-8.267382,-14.142196,-10.862975,David
-286.742,112.39189,12.661594,28.499842,15.200104,13.7858305,-21.987238,7.9327374,-4.759181,-3.4599674,-13.823323,-4.224929,6.0693913,David
-280.89395,110.518906,6.998551,26.196705,14.389601,12.701705,-20.575153,9.412475,-5.9039288,-4.4999523,-14.271155,-4.9745736,2.949365,David
-240.30196,79.36796,-4.956129,32.60053,-2.8062196,29.662512,-26.860554,9.300276,-12.6586075,7.129993,-18.290009,-2.5338292,-15.921552,David
-245.76169,132.0583,8.378466,31.751347,9.740174,5.3198595,-26.734663,1.868292,-11.377678,-5.9501486,-15.403409,-6.919087,1.230907,David
-244.50165,68.135635,-9.88155,33.739212,-6.3181014,32.153873,-29.043505,14.375652,-18.904377,11.606867,-16.36297,1.5398356,-16.176302,David
-245.1464,40.462727,8.952076,13.982815,6.762888,-1.3467734,-12.905683,7.306532,-6.8997483,-8.950069,-14.67183,-1.043576,-1.3263721,David
-202.70975,63.62026,22.582708,19.554565,15.623314,8.919284,-4.3295975,6.116632,1.1370423,-7.9233975,-7.6429305,-1.9714817,-0.4593447,David
-218.828,35.140644,8.196677,8.998486,10.137568,1.2204558,-7.706536,3.5821939,-3.5100708,-12.105386,-11.682749,-4.362482,-0.68581945,David
-289.90457,106.677536,4.438681,22.392254,11.925694,10.872076,-25.677586,3.0145411,-9.901043,-7.1732664,-16.731558,-7.7225766,1.9674895,David
-286.742,112.39189,12.661594,28.499842,15.200104,13.7858305,-21.987238,7.9327374,-4.759181,-3.4599674,-13.823323,-4.224929,6.0693913,David
-276.98065,109.91657,7.109878,26.493988,14.48596,12.570258,-20.534481,9.152234,-5.802323,-4.316287,-14.164121,-5.2443295,2.7559745,David
-288.55243,105.75423,8.612887,25.169392,16.886988,12.448249,-22.041126,6.247749,-6.7287006,-5.9862566,-16.727573,-7.456066,1.8140218,David
