MFCC_1,MFCC_2,MFCC_3,MFCC_4,MFCC_5,MFCC_6,MFCC_7,MFCC_8,MFCC_9,MFCC_10,MFCC_11,MFCC_12,MFCC_13,Label
-245.76169,132.0583,8.378466,31.751347,9.740174,5.3198595,-26.734663,1.868292,-11.377678,-5.9501486,-15.403409,-6.919087,1.230907,David
-269.0163,98.308235,4.5164547,21.8742,18.630157,5.1479464,-23.9181,6.6912293,-10.9352,-4.0584226,-18.13948,-3.1027436,-1.1360042,David
-247.68768,103.38813,-0.77288735,23.976036,12.085281,8.803898,-22.931187,11.412962,-5.7857394,-6.1967936,-22.580244,-6.6195483,-0.28742343,David
-267.97864,112.052284,14.921715,24.186869,14.254179,14.321819,-11.592349,10.635352,-0.38578406,-6.879559,-10.495561,0.3986999,-1.5878135,David
-274.44064,93.15057,21.012886,26.098248,-1.056144,-10.743929,-16.523552,-3.3604743,-8.224302,-8.089293,3.8930805,-5.2787414,-10.400535,Didier
-352.41254,71.87094,15.801657,11.017995,-18.80752,-16.844774,-10.04551,-1.7189188,-10.565582,4.5619745,-11.05896,-10.462743,-8.964313,Didier
-207.06662,89.49738,23.779428,18.967537,-0.73195976,-8.445756,-12.7948475,-5.2585573,-9.098317,-8.635552,2.1409051,-3.9227312,-7.728788,Didier
-244.66467,100.9889,20.179325,19.09738,-7.2645617,-11.267737,-16.440554,-3.3465204,-12.626757,-5.0888343,1.8888924,-5.247651,-8.4642515,Didier
-298.78992,104.85855,18.586853,34.564957,0.396658,-2.2510026,-21.069422,0.5018286,-11.200482,-7.016017,-1.1623297,3.6375785,-13.052458,Didier
-184.78632,57.30314,21.718122,15.940261,-2.7389543,-12.123898,-14.117137,-8.002412,-9.850842,-7.976797,2.4199195,-1.9701587,-7.073154,Didier
-267.97815,101.483246,26.686255,30.166336,2.4206555,-7.5895066,-13.753775,-0.7726879,-5.713091,-5.476604,6.914329,-1.7803018,-6.827302,Didier
-271.93826,103.608444,20.664433,26.263687,-5.2941203,-13.576643,-15.844241,-2.01638,-12.792556,-8.952143,3.848996,-3.3997104,-7.890238,Didier
-167.16904,54.187378,24.188538,11.529532,1.0886841,-6.074039,-10.38274,-4.9054213,-6.2524567,-4.7490473,-1.1895003,-3.701688,-4.7900143,Didier
-320.34937,108.01617,22.303278,24.520527,-11.34253,-12.792614,-14.502584,0.87191665,-10.539977,-2.4850323,-2.126266,-14.5227585,-10.084745,Didier
-313.77695,94.77477,19.811514,17.66345,-16.378536,-12.607245,-9.857964,-1.4427211,-13.975032,1.1396435,-10.348471,-13.231614,-11.831171,Didier
-234.6615,114.99472,15.813029,21.660723,-1.6184796,-7.470196,-14.329437,-4.1922975,-9.686816,-9.152206,2.786048,-3.341803,-9.137834,Didier
-234.6615,114.99472,15.813029,21.660723,-1.6184796,-7.470196,-14.329437,-4.1922975,-9.686816,-9.152206,2.786048,-3.341803,-9.137834,Didier
-268.8721,98.96006,23.754072,28.080545,1.0209968,-9.136294,-15.100276,-2.1879632,-7.8182297,-7.9146624,4.520842,-4.269632,-9.146661,Didier
-268.8721,98.96006,23.754072,28.080545,1.0209968,-9.136294,-15.100276,-2.1879632,-7.8182297,-7.9146624,4.520842,-4.269632,-9.146661,Didier
-267.97815,101.483246,26.686255,30.166336,2.4206555,-7.5895066,-13.753775,-0.7726879,-5.713091,-5.476604,6.914329,-1.7803018,-6.827302,Didier
-253.80971,104.25236,19.32558,25.396406,-3.731951,-10.618049,-13.121941,-1.761801,-12.170215,-8.284352,4.2513113,-5.0931044,-9.182059,Didier
-265.379,128.91777,10.51128,17.364809,-0.87002075,-4.4873548,-14.513644,-1.2672755,-8.828968,-6.8793564,1.1169239,-4.415706,-6.1357512,Didier
-270.61774,102.814,23.306883,26.360828,-2.7117267,-6.9944186,-11.848398,-1.1699761,-8.0323,-5.6867747,2.0771766,-8.038996,-13.375119,Didier
-328.55594,78.66033,3.7786467,18.351515,-0.58680016,9.854359,-5.371293,-1.6901528,-4.5163937,-6.2198496,-5.3686757,0.49823838,-8.310824,Erik
-169.00322,36.960068,4.715262,5.482596,0.23947886,0.6344988,-3.2378504,-5.5808496,-4.9574738,-6.0799913,-3.3899677,-2.2101235,-5.024059,Erik
-293.50043,123.784874,-2.5470853,19.009985,-7.684357,10.983428,-11.060798,-3.8121812,-8.84156,-2.7307749,-11.722427,5.0872555,-12.527195,Erik
-259.86322,55.405434,-0.07469043,11.194838,-2.4024172,4.7562227,-8.992712,-1.9340404,-7.0943265,-4.448825,-2.1871233,-1.1463537,-5.517057,Erik
-337.25742,97.228065,5.1460257,24.036507,-0.9107346,12.108653,-8.548631,-1.870398,-6.1494207,-4.827403,-11.190287,3.4153993,-10.903691,Erik
-163.61354,35.327675,4.3813653,5.7350006,0.96128815,1.2253704,-3.2117362,-6.0399885,-4.988001,-6.0725684,-3.545674,-1.9534417,-4.421383,Erik
-300.9095,103.34193,15.166423,23.619093,5.1719246,11.027442,-4.4060607,-0.53756267,-3.1103206,-4.0476947,-3.7794719,2.610511,-8.049977,Erik
-212.72781,120.748535,-24.022388,11.726,-5.206807,15.935179,-13.768063,-7.194564,-6.3474216,-13.555367,-15.270948,0.22859703,-5.029352,Erik
-226.35098,83.42811,-1.7377357,7.795436,0.018928124,4.176916,-8.103852,-0.38419634,-10.169051,-10.292514,-13.3408,-2.1396964,-3.9984083,Erik
-242.7795,136.7427,-14.801562,25.250938,-3.7232583,4.043785,-10.509966,-2.3150058,-10.327173,-11.593767,-9.648642,-0.72661287,-8.281252,Erik
-281.6522,127.367134,-30.640265,18.608929,-12.433764,14.995686,-7.9470706,-10.033668,-1.660373,-21.022314,-9.650078,-0.49067944,-13.0682,Erik
-266.9663,118.667885,-0.16558082,13.746034,-2.7706792,6.5337143,-9.206805,-4.492342,-6.355585,-6.8936453,-6.228433,-0.18362397,-9.898912,Erik
-316.2984,86.45452,8.641842,20.25435,2.5794816,9.7198305,-5.6750827,-2.409422,-5.372308,-6.5023584,-5.6540475,1.0248264,-8.163371,Erik
-318.58774,89.67037,9.071165,20.470083,0.2984039,9.720104,-5.91071,-2.2119346,-5.289986,-7.1187043,-5.920483,0.49244997,-7.7918606,Erik
-315.97473,89.05315,2.8071423,15.099133,-0.23360443,10.80426,-7.7944093,-5.7472606,-6.6534767,-6.6951265,-6.399698,-0.74236983,-7.987493,Erik
-300.9095,103.34193,15.166423,23.619093,5.1719246,11.027442,-4.4060607,-0.53756267,-3.1103206,-4.0476947,-3.7794719,2.610511,-8.049977,Erik
-212.72781,120.748535,-24.022388,11.726,-5.206807,15.935179,-13.768063,-7.194564,-6.3474216,-13.555367,-15.270948,0.22859703,-5.029352,Erik
-269.73392,130.16487,-10.579335,5.9415083,1.5140802,5.680483,-7.0700045,-0.5821937,-10.072863,-9.905283,-14.53841,-3.2940671,-5.0249085,Erik
-242.7795,136.7427,-14.801562,25.250938,-3.7232583,4.043785,-10.509966,-2.3150058,-10.327173,-11.593767,-9.648642,-0.72661287,-8.281252,Erik
-292.64908,78.069565,35.473274,29.719675,-9.531001,-6.090169,5.453751,4.250851,-3.7128744,-13.177832,2.902451,-2.6281924,-4.968572,Esther
-366.0453,78.366806,14.594076,47.283897,-14.069128,5.2658725,-16.160927,14.932883,-5.1421223,6.0916233,-15.423619,9.175383,-6.790908,Esther
-235.07275,81.430275,-8.584194,56.113705,-26.266964,23.425314,-28.918324,19.701797,-16.685766,10.799535,-12.523934,4.2554946,-1.8852868,Esther
-296.68698,82.71213,36.11721,30.091242,-13.711907,-7.5326157,3.0493944,3.638333,-4.6022253,-15.046143,3.3305001,-3.31554,-5.435633,Esther
-298.53717,87.98155,31.217167,14.170187,-21.234087,5.4672747,0.4761731,-2.2570174,-15.253922,5.4569626,-5.0790973,-5.6901903,-1.9685469,Esther
-264.44073,88.1749,32.348763,22.689268,-9.229821,-7.539577,-2.1943693,-1.2303398,-5.230377,-11.236927,-0.8857408,-3.800369,-3.9656928,Esther
-292.75098,99.541824,36.135883,21.555054,-19.18324,1.7365931,2.0302474,2.3530955,-9.7244005,-3.2145395,5.248738,-5.5431986,-3.5186713,Esther
-200.50069,76.012375,33.952644,19.50263,-8.650431,-8.045644,-3.785752,0.6893962,-11.0088625,-3.7554946,-6.8401046,-6.93453,-12.201928,Esther
-189.07741,48.08621,27.916044,21.295813,-0.09414382,-4.6626697,2.044207,2.1953506,-1.438988,-4.425601,0.6389307,-0.5213658,-4.0212173,Esther
-357.42715,79.63009,35.789196,26.347656,-3.1143544,-3.8512852,7.329498,4.1036572,-4.4387884,-5.155481,-0.44922224,-1.7702987,-5.517597,Esther
-137.28021,44.599514,28.081997,18.605368,-2.3882964,-8.616894,-1.1885179,-0.92662215,-5.012393,-1.6310108,-2.0298681,-2.628862,-5.4619203,Esther
-288.64026,80.976425,34.24098,28.387682,-8.838576,-5.327794,4.53923,2.9616003,-3.591599,-12.634749,2.169995,-3.5801828,-4.415392,Esther
-289.1759,81.74236,37.28051,30.57328,-8.969074,-5.8283916,5.547892,4.463055,-3.4071517,-13.003784,2.845638,-2.7510626,-4.8977304,Esther
-282.95682,81.02792,34.21506,29.343876,-6.460025,-6.797417,4.592033,3.7529445,-3.7520792,-12.273101,2.7751625,-2.2687526,-4.989772,Esther
-253.24483,103.51323,25.517603,21.42599,-8.536812,-6.399274,-0.94699544,-1.3496603,-3.070903,-11.453842,1.5496806,-3.8624961,-4.9813757,Esther
-271.65088,96.201416,37.47041,27.625288,-9.206099,-5.022489,3.8472152,1.7084658,-3.1361759,-9.883018,5.0659146,-1.5579726,-4.0606284,Esther
-224.6863,105.38608,43.461155,33.89502,-5.7669845,-6.6560497,2.508297,4.5938888,-6.8711414,-10.210786,0.5334789,-5.9989076,-8.789949,Esther
-270.71747,83.22249,33.978703,35.048214,-3.8893752,-6.122109,6.688768,4.7863536,-1.2909662,-9.083809,3.1258352,0.5009494,-5.4300814,Esther
-294.6015,86.68415,40.678413,31.312105,-3.0999594,-2.949836,8.876207,4.9949327,-3.4101582,-5.8167715,0.013268106,-2.6697345,-5.3247876,Esther
-265.8022,96.11605,40.36816,24.234783,8.688701,8.144703,-4.7065253,-6.303724,-3.543636,-12.0816765,-11.775069,-4.4379334,3.3317034,Francisco
-218.65163,67.22419,32.74776,18.08377,2.8216472,3.3673854,-11.800276,-4.137174,-12.060785,-9.736831,-8.683729,5.2625813,-1.0476853,Francisco
-144.47485,47.49128,32.222992,16.9819,8.437181,3.826617,-3.7581253,-4.776786,-6.116747,-8.2421255,-7.538571,-2.391651,1.3875458,Francisco
-258.0559,103.578964,42.140614,23.831333,8.640369,8.465456,-3.9081943,-5.2906065,-3.0004778,-11.750122,-11.23549,-4.1193485,3.3825374,Francisco
-302.86884,118.65286,36.46449,14.9627495,1.1985924,0.1754242,-16.899334,-2.49841,-15.725698,-7.6557126,3.4103658,8.459563,-3.7699776,Francisco
-129.87746,57.38025,37.378033,18.490667,8.004339,2.594062,-5.9166293,-6.514324,-7.303963,-8.968039,-8.61842,-3.7724824,0.31101117,Francisco
-218.1669,74.13148,34.901905,17.002504,1.8410066,0.7196045,-13.379088,-3.4670105,-12.222187,-8.145421,-7.583853,6.574044,-0.7583455,Francisco
-161.01305,72.32475,36.13445,22.005842,3.3087325,0.32040742,-9.079446,-3.804314,-9.923123,-8.794972,-13.166578,0.68563753,-2.9513273,Francisco
-251.42644,128.13206,36.18366,32.217052,11.660708,-0.60332257,0.32949263,-1.4105603,-2.0885932,-6.1733565,-10.23965,2.1693056,3.0382047,Francisco
-209.4261,84.57305,29.07086,32.690937,2.804425,17.509228,-12.626185,4.2470336,-15.703363,3.4622312,-18.765278,-0.17420903,-8.638049,Francisco
-222.82367,88.66126,5.9972258,48.185852,-11.709638,34.29393,-23.103798,18.493752,-20.964949,17.103487,-18.259346,7.0066686,-14.715709,Francisco
-258.0559,103.578964,42.140614,23.831333,8.640369,8.465456,-3.9081943,-5.2906065,-3.0004778,-11.750122,-11.23549,-4.1193485,3.3825374,Francisco
-258.0559,103.578964,42.140614,23.831333,8.640369,8.465456,-3.9081943,-5.2906065,-3.0004778,-11.750122,-11.23549,-4.1193485,3.3825374,Francisco
-256.60193,105.89326,44.6464,25.581112,9.756712,9.587689,-2.964414,-4.267517,-1.4752243,-9.701466,-8.725375,-1.466021,5.647442,Francisco
-217.48705,120.67938,31.742527,25.926126,5.438092,1.1204152,-7.813891,-8.447926,-5.550562,-10.00045,-9.585048,-4.1070337,2.9656413,Francisco
-247.63603,105.05538,37.117516,22.43496,7.6206484,5.8827534,-5.961789,-4.6995664,-2.970638,-10.04007,-10.13653,-3.4768515,2.7759168,Francisco
-212.26854,121.83151,33.761295,28.873236,6.3703,2.3547912,-5.4514995,-7.5685883,-2.1161842,-8.451502,-16.363379,-2.1860774,0.41550937,Francisco
-223.53622,129.69507,35.870068,31.552984,14.722001,-1.2198071,1.3182414,-1.6500145,-3.1595447,-3.822014,-12.267307,0.46207213,0.8166917,Francisco
-251.64423,124.55383,32.312664,24.84109,14.715052,5.933079,-5.3192835,-7.258185,-7.1772203,-7.2572002,-12.899628,-2.113061,1.7051005,Francisco
-309.37582,65.99499,43.008644,16.822987,14.052432,-2.2141035,-13.0828495,-4.4731708,-4.7976446,-6.7726707,-9.219771,-6.261765,-4.3468294,Ignacio
-309.37582,65.99499,43.008644,16.822987,14.052432,-2.2141035,-13.0828495,-4.4731708,-4.7976446,-6.7726707,-9.219771,-6.261765,-4.3468294,Ignacio
-298.2556,96.58248,44.29231,12.813487,13.397832,-6.335693,-15.539587,-2.4897914,-5.259342,-6.051988,-6.3961706,-1.196462,2.3181841,Ignacio
-357.15228,70.124954,44.59166,13.784104,11.566589,-3.345617,-14.540915,-5.377029,-4.007635,-5.067819,-7.5471315,-6.423397,-3.166009,Ignacio
-171.50198,40.90871,32.50647,11.992689,9.538645,-0.14196861,-8.486595,-6.332499,-6.8770666,-5.4143834,-6.824581,-4.4433484,-1.6489674,Ignacio
-297.45,119.10706,34.21127,33.609886,-0.8818534,20.815939,-29.22831,8.725775,-17.099514,10.834578,-19.483032,7.563975,-16.935606,Ignacio
-213.10995,53.992363,29.953293,9.132807,1.4415177,-9.072028,-14.647073,-5.6992497,-9.484485,-4.066812,-6.9235964,1.8841306,-5.1170173,Ignacio
-305.81235,97.820984,36.853634,10.994559,-1.952458,-14.618967,-18.321861,-3.3805838,-10.325849,-4.4292645,-7.567727,1.0055776,-5.522782,Ignacio
-200.72005,46.568256,25.012856,17.684696,8.348938,-2.9375172,-4.722455,-5.3151937,-5.4516864,-3.6823983,-4.3885603,-2.0204308,1.3153768,Ignacio
-297.15796,106.162895,35.66311,43.89344,5.7968006,21.331482,-19.36886,12.046596,-17.626686,13.411523,-18.254482,10.872434,-14.114064,Ignacio
-153.24216,30.619259,27.693193,13.199849,9.474269,-1.4518472,-6.4000025,-2.4163885,-4.6128488,-4.3213325,-5.0729938,-3.129003,0.1404123,Ignacio
-279.67786,92.802956,47.099117,16.291027,15.653337,0.48288876,-12.859191,-3.0139565,-3.3424814,-4.485552,-6.544404,-3.045332,-1.5295947,Ignacio
-298.86835,80.0788,49.317856,19.81724,13.919255,-1.8340497,-12.700985,-3.9616716,-4.16995,-5.90594,-8.593561,-5.7949576,-4.3533163,Ignacio
-289.7027,87.03719,47.768425,17.335203,16.022732,0.6345189,-13.293171,-6.097973,-5.439678,-6.2637672,-8.59518,-5.0154076,-2.8101456,Ignacio
-251.04092,112.67542,42.48373,15.613111,12.346811,-4.06224,-10.693976,-1.5259291,-2.604924,-3.6736426,-5.2665234,-2.073594,-0.59308714,Ignacio
-287.4994,84.93065,47.596195,16.999393,18.225658,-0.10675469,-12.446562,-5.6724186,-4.9538455,-6.4365153,-8.62008,-4.1051817,-3.5342577,Ignacio
-292.5961,91.044586,44.961025,20.61004,9.927334,0.7585823,-12.833373,-7.5755377,-5.8582435,-5.4633265,-6.077558,-5.963859,-4.9956074,Ignacio
-309.05487,102.22725,34.07499,22.207413,11.907571,-5.178315,-7.260726,-3.7668006,-3.840044,-3.8650072,-6.1183105,0.4027394,0.6780325,Ignacio
-261.05038,93.67062,50.697147,24.933088,15.229623,-0.90105045,-4.1097455,-0.508898,-2.4434276,-3.8917277,-6.0565357,0.9936959,-5.362764,Ignacio
-261.9987,84.350296,1.7409884,22.587997,-2.9601142,-15.433456,-5.677669,4.8993015,-12.610949,-2.3686285,-1.4777673,-7.47194,-3.867343,Irma
-237.86668,93.20162,-28.54246,52.487583,-17.576462,17.614113,-43.758423,18.101109,-20.105444,1.934583,-14.480721,5.5386963,-9.010507,Irma
-167.09009,48.099426,7.8961062,18.09439,-0.34367934,-19.756216,-5.357321,-0.86118084,-11.208834,-5.328878,-1.6927431,-8.30964,-2.3092332,Irma
-254.28787,92.93783,6.246768,26.243935,0.24939367,-13.808952,-4.7570267,5.6550465,-12.411154,-2.3816197,-1.4199657,-7.5871835,-3.6471546,Irma
-176.50252,60.409443,-5.0267453,30.132086,-8.667702,-4.3077874,-22.720606,13.554504,-20.602564,5.330733,-13.987486,5.5315633,-17.304598,Irma
-255.62595,103.166016,8.2053175,29.253178,-0.9263624,-12.028417,-5.23554,4.2752137,-11.599974,-0.72428674,-0.13160713,-5.7386284,-0.67768407,Irma
-177.03484,49.87797,11.13736,15.882801,1.1766919,-16.103956,-4.652273,-0.014033224,-8.659029,-3.8361015,-2.3217528,-7.979671,-2.118589,Irma
-313.11612,111.42441,-10.525551,43.78088,0.10895629,2.5790143,-27.44242,9.084564,-8.6814375,-9.296428,-9.3987,5.196957,-13.983935,Irma
-242.11577,75.61377,0.17323369,28.594187,-4.325814,-24.603739,-13.086757,-4.0842814,-22.0222,-7.2395377,-1.9982147,-10.854289,-0.37523046,Irma
-240.61151,92.98904,1.7920554,31.275564,-1.8683033,-19.59943,-9.451152,1.7241067,-18.411861,-4.4805994,-3.26628,-7.89557,-2.8287222,Irma
-213.26479,79.074394,1.7406358,25.882313,-6.4368706,-19.755901,-6.042356,0.770364,-18.73903,-7.888078,-0.9567324,-10.103386,-1.8328001,Irma
-252.551,93.64522,5.8457794,25.243547,0.6963486,-13.238209,-5.266943,4.845024,-12.383774,-2.598675,-1.9288704,-7.625145,-3.5366488,Irma
-254.28787,92.93783,6.246768,26.243935,0.24939367,-13.808952,-4.7570267,5.6550465,-12.411154,-2.3816197,-1.4199657,-7.5871835,-3.6471546,Irma
-252.88773,92.08968,2.8555899,23.188677,-1.4514052,-15.102265,-6.966655,3.3600304,-13.557872,-3.2875638,-2.7699802,-8.181447,-3.3407168,Irma
-231.86285,107.30299,10.101915,28.100988,1.2958927,-11.139049,-3.5895982,4.931277,-11.746707,0.48666745,0.12014512,-5.302067,-2.2953181,Irma
-217.2835,111.65081,1.1892099,23.608837,-2.2512276,-12.962147,-6.430137,2.7122006,-12.792943,-3.2716365,-3.1987996,-7.541635,-5.1716638,Irma
-240.49149,89.14811,12.055339,32.913776,-2.2102232,-18.635363,-4.694138,2.9907203,-17.793455,-1.336237,-2.993238,-10.408499,-0.35130572,Irma
-234.22719,92.95143,6.1331124,28.466915,-3.2266068,-20.442226,-10.989328,-1.4594268,-21.07212,-5.5679517,-4.075302,-8.87591,-2.7073593,Irma
-226.54137,91.4522,3.465471,29.400518,-0.023845516,-15.34256,-6.995623,0.53936803,-18.3982,-3.742795,-2.5392752,-7.8487983,-2.1193044,Irma
-352.5823,54.07999,25.414356,12.406531,12.255643,-1.348662,-19.05518,-0.33318526,-16.062323,-9.054279,-11.548486,-4.728602,-9.823045,JesusAntonio
-375.17923,58.249405,24.476322,7.2206626,7.188818,-19.276121,-15.444064,-7.3388166,-19.744287,-7.6869817,-7.926419,-3.9180555,-3.0859275,JesusAntonio
-260.37103,123.65456,20.83801,13.906518,6.653939,-10.350328,-11.174834,4.3680587,-8.757909,-0.82435817,-1.1549779,-0.4677459,1.487957,JesusAntonio
-339.5778,99.8984,31.147179,22.873158,9.379284,18.312548,-24.73716,9.866257,-11.400318,-2.611954,-15.32831,0.5460921,-13.146402,JesusAntonio
-275.39523,127.60397,7.4905353,17.870592,-2.9932702,19.47768,-27.648954,8.463268,-18.619022,2.2799802,-16.019945,6.2199287,-13.984441,JesusAntonio
-333.6081,117.40426,23.592628,24.121668,3.2403197,22.542593,-20.015331,12.495948,-13.336363,4.857046,-11.8991375,7.9948597,-9.028916,JesusAntonio
-246.30379,35.682217,17.521347,10.011222,7.490386,1.5834038,-9.793145,-0.05136669,-9.160186,-1.5224985,-6.8416586,0.78041446,-5.2150593,JesusAntonio
-240.62773,89.914246,24.429516,23.023237,-16.450413,25.07237,-23.107113,21.09462,-20.640911,12.037331,-16.384619,3.1128523,-6.099255,JesusAntonio
-183.05876,83.78029,8.7776785,52.48239,-26.49617,38.115864,-39.06486,25.301205,-31.511349,13.629004,-20.795654,7.520292,-8.267094,JesusAntonio
-211.86742,43.437992,38.36042,15.0705385,12.368169,-0.037940342,-10.531486,0.42960164,-15.655937,-9.181993,-11.222359,-3.1277053,-7.312205,JesusAntonio
-240.1802,84.44241,39.022614,24.326744,-2.605408,-2.4624116,-8.424011,4.328653,-18.477343,2.1759725,-14.071631,11.324305,-17.297453,JesusAntonio
-238.56499,126.34253,22.799276,17.568151,8.414774,-2.4827497,-13.813918,5.980731,-7.4906173,-1.4469533,-3.5269213,1.4650521,-4.429544,JesusAntonio
-309.82144,94.32809,34.592083,14.245841,17.211506,1.8908505,-15.422669,5.2140036,-12.775848,-7.2159085,-8.320948,-1.3421139,-6.2037745,JesusAntonio
-212.13608,121.08806,12.932764,6.6050982,6.640458,1.7678921,-17.809631,1.321628,-12.120497,-3.3004842,-8.334903,0.18041459,-9.73993,JesusAntonio
-249.42886,116.24806,28.487167,12.477726,12.158972,6.7594833,-12.583505,2.4409392,-11.000853,0.68962705,-3.9247482,2.6631057,-5.193498,JesusAntonio
-278.84277,96.10673,29.117975,12.674324,17.612,4.1477036,-14.927598,6.7020254,-10.344609,-2.1258373,-5.243379,1.5592159,-5.779737,JesusAntonio
-170.06738,88.52217,28.419643,2.8136406,0.21869576,7.0654397,-11.026045,5.210825,-13.437983,4.7860804,-15.34962,6.1051064,-11.414136,JesusAntonio
-213.31581,108.218605,39.710293,14.98787,-0.022991644,-3.0772803,-17.657646,7.251054,-18.007858,5.203817,-10.201716,7.6251802,-8.032607,JesusAntonio
-276.77737,76.20078,45.977856,20.704992,17.729235,6.076635,-12.94922,5.713102,-20.07376,-4.3448834,-12.368016,0.7826212,-10.752749,JesusAntonio
-278.4666,118.24463,-20.043108,29.190151,5.249906,-2.1137664,-7.5596266,-13.180795,-7.2182455,-10.221535,-7.71329,-2.2661326,-3.2546692,Joan
-360.2155,102.59405,-20.19056,26.493692,3.0810614,-0.97662807,-6.5589175,-11.204312,-6.1185446,-7.5275316,-7.5792165,-1.0628636,-0.6305056,Joan
-290.75385,123.37935,-17.371357,29.876326,4.3062325,-1.092027,-7.3622127,-11.157685,-4.5743856,-6.969096,-6.9818954,-0.3729436,-2.7507029,Joan
-300.12717,71.746925,-24.224028,41.77594,-17.017492,29.824667,-22.604404,17.874289,-27.865788,15.245038,-20.83753,4.6534424,-14.358624,Joan
-314.65686,135.78156,-23.148308,31.230993,7.422908,6.353649,-4.2164617,-5.366418,-12.005386,-1.0999566,-13.278608,-3.343525,-2.8781562,Joan
-221.78859,78.26034,6.496733,22.345932,10.12534,1.1233821,-4.063221,-10.091003,-4.676847,-6.561581,-5.929489,0.73737335,-1.3422545,Joan
-334.96585,136.38931,-21.222921,30.463793,10.256119,6.029698,-5.584791,-4.728676,-13.769732,1.434922,-14.017668,-6.7127137,-5.07739,Joan
-374.13208,97.93106,-4.4652524,16.859392,-9.439538,-5.6011477,-8.678529,-16.385506,-4.2104945,-7.029135,-5.880349,-1.4774766,0.7980808,Joan
-288.76648,64.7769,8.784927,6.4512997,1.5215834,-8.538987,-5.797831,-8.965621,-11.065729,-5.113926,-5.888598,-3.7032387,-2.323032,Joan
-369.89026,127.8994,-1.878479,18.718166,8.857536,2.3292987,-10.040343,4.666636,-15.192554,5.8499823,-10.975064,7.3283916,-5.0406427,Joan
-255.6902,101.95216,-20.161324,28.073004,1.7363813,-12.51739,-7.755393,-13.031164,-10.815086,0.5386149,-5.2727656,0.024225011,-0.7179962,Joan
-268.12427,123.02827,-15.113341,29.916502,7.2539372,0.13617878,-6.265297,-10.6257715,-6.156542,-8.612074,-7.1071644,-0.48202005,-1.9973483,Joan
-268.12427,123.02827,-15.113341,29.916502,7.2539372,0.13617878,-6.265297,-10.6257715,-6.156542,-8.612074,-7.1071644,-0.48202005,-1.9973483,Joan
-274.76788,122.716774,-16.797907,31.392908,6.9085965,-0.7894669,-6.495329,-12.171258,-6.120384,-9.046691,-6.5971828,-1.1813161,-2.12898,Joan
-272.0793,124.57017,-14.018993,33.150726,8.31584,1.3659854,-5.0721602,-9.934838,-4.643076,-7.384559,-4.7525573,0.6856651,-0.25346437,Joan
-268.12427,123.02827,-15.113341,29.916502,7.2539372,0.13617878,-6.265297,-10.6257715,-6.156542,-8.612074,-7.1071644,-0.48202005,-1.9973483,Joan
-308.25555,108.69949,-2.7760243,19.787886,-8.123284,-6.1044574,-9.066316,-16.72681,-4.125242,-8.48348,-5.5006185,-2.0179543,0.9106854,Joan
-357.40976,119.75452,-5.8688293,9.358229,6.952082,-13.829804,-5.615688,-8.639021,-13.381028,-3.6162543,-7.1225863,-3.1115413,-1.846158,Joan
-310.1249,112.00685,6.4159327,17.832863,12.774864,-7.1066203,-0.58336973,-6.2063904,-1.9518868,-1.1083767,-0.57307035,3.276539,0.6827382,Joan
-250.36185,106.41984,31.3802,16.451986,24.227606,-0.6539604,-6.502053,4.995996,4.1740994,-2.6588237,-4.7473936,7.885408,-6.6117167,Lex
-192.32184,67.024086,6.9158325,39.324745,-5.1180515,24.431923,-25.508486,20.757936,-16.889938,20.8882,-21.15774,15.635518,-15.922775,Lex
-222.65529,119.52288,25.750044,17.93825,17.260153,-7.428126,-4.820368,5.533442,3.0534804,-1.0622343,-3.4557443,7.1569557,-6.0260763,Lex
-299.42154,97.70185,29.040987,13.804149,21.545706,-4.120334,-7.8393664,6.3054047,2.543494,-2.410565,-3.510284,6.9688745,-6.023859,Lex
-200.67451,78.706795,35.089066,17.436619,13.776351,-6.1819406,-4.5744424,3.3615992,2.53437,-2.2288377,-2.224163,3.4294667,-0.7601974,Lex
-249.94986,96.16484,31.121754,23.58349,19.178835,3.2460623,-10.316409,7.9065094,-0.11802295,4.3317246,-7.0826573,9.748972,-9.854512,Lex
-186.68832,57.846336,23.074759,18.213142,2.8450937,-5.158558,-0.16693003,3.5718577,-4.1301937,0.99264103,1.6151915,4.8726697,0.3141722,Lex
-247.07068,85.41532,37.408794,16.22223,22.030722,4.0949645,-7.1660905,3.1955872,-0.026155869,2.1454077,-3.9881954,10.672333,-5.1658587,Lex
-264.11,113.537895,11.245,9.996564,21.23337,-6.7403646,-1.6590179,0.62389934,-3.4559903,-6.48254,0.83309263,-0.903211,2.7488494,Lex
-323.96243,109.629715,31.187712,12.970969,23.516405,-2.0668952,-2.2001984,-4.719223,0.3220249,-6.4193487,0.740962,4.2040296,4.0793157,Lex
-179.24954,54.519947,29.509005,20.454718,20.990685,3.0392325,5.0508637,2.9579997,0.7122988,-0.9170541,-2.9080002,4.876061,-0.37200058,Lex
-222.65529,119.52288,25.750044,17.93825,17.260153,-7.428126,-4.820368,5.533442,3.0534804,-1.0622343,-3.4557443,7.1569557,-6.0260763,Lex
-241.74597,108.14181,29.843739,15.932111,23.959372,-1.4191672,-6.7171755,5.934807,4.041056,-2.4441543,-3.9137123,7.699175,-6.169843,Lex
